Not Fleshed Out,Name,Type,Subtype,Cost,Desc,Power,Toughness,Rarity,Custom Color,"""Does""","""Cares About""",CMC,Flavor Text,NOTES,Is Card,Is White,Is Blue,Is Black,Is Red,Is Green,Is Colorless,Is Gold,Is Enchantment,Is Creature,Is Artifact,Is Instant/Sorcery,Is Land,,Notes are Empty,,CMC (replace non-numeric tokens),CMC (numberic extraction),
FALSE,Blundering Ninja,Creature,Alpaca Ninja,{1}{u},"Transparent, Ninjutsu {u}
Blundering Ninja enters with a stun counter on it if it's tapped.",3,2,c,,"Transparent, ninjutsu",,2,He wasn't exactly the sharpest shuriken at the academy.,,1,0,1,0,0,0,0,0,0,1,0,0,0,,TRUE,,{1}$,1,12
FALSE,Pure-Mind Trainee,Creature,Alpaca Monk,{u/w},"You may reveal Pure-Mind Trainee as it is put into your hand. If you do, scry 2.
Pure-Mind Trainee enters with a +1/+1 counter on it if it was not revealed when it was put into your hand.",1,1,u,,"expose, scry, counters",,1,,,1,1,1,0,0,0,0,1,0,1,0,0,0,,TRUE,,$,0,13
FALSE,Branching Mutant,Creature,Frog Mutant,{1}{g}{u},"Reach, Adapt 3 {2}{g}{u}
Branching Mutant can block an additional creature for each +1/+1 counter on it.",2,2,c,,"Reach, adapt, counters, blocking",,3,,,1,0,1,0,0,1,0,1,0,1,0,0,0,,TRUE,,{1}$$,1,14
FALSE,Haughty Gamble,Instant,,{b}{r},"Target opponent may discard a card and reveal another. If they don't, you each reveal a card at the same time. This spell deals damage equal to the difference in mana value to whoever had the card with lesser mana value. ",,,u,,"Discard, reveal, burn",,2,,,1,0,0,1,1,0,0,1,0,0,0,1,0,,TRUE,,$$,0,15
FALSE,Riling Pyrodevil,Creature,Devil,{2}{r},"Pop-up - {1}{r}, Reveal a card
Backup 1
Haste",1,1,c,,"Pop-up, reveal, backup, haste, counters",Self-reveal,3,,,1,0,0,0,1,0,0,0,0,1,0,0,0,,TRUE,,{2}$,2,16
FALSE,Clumsy Secretary,Creature,Reptile Devil,{1}{r}{r},"Haste
Whenever Clumsy Secretary attacks a player, you may shuffle a random revealed card from your hand back into your library and draw a card. If you do, it deals 1 damage to that player. ",3,2,c,,"Haste, Conceal, draw, burn","Attacking, expose",3,,,1,0,0,0,1,0,0,0,0,1,0,0,0,,TRUE,,{1}$$,1,17
FALSE,Tactless Show-Host,Creature,Human,{1}{r/b},"{r}, {t}: Target opponent reveals the top card of their library. If it's a land, they put it into their hand. Otherwise, Tactless Show-Host deals 1 damage to them.
Tactless Show-Host gets +2/+2 as long as it's attacking a player whose entire hand is revealed.  (An empty hand is fully revealed.)",1,1,c,,"Tap, reveal, burn","Attacking, reveal",2,,,1,0,0,1,1,0,0,1,0,1,0,0,0,,TRUE,,{1}$,1,18
FALSE,Exposé,Enchantment,,{1}{w}{u},"You choose two cards from target opponent's hand and they reveal them. Exile target revealed card in their hand until Exposé leaves the battlefield. (Then it returns to their hand.) 
{4}: Sacrifice Exposé. Its controller draws a card. Any player may activate this ability. ",,,u,,"Reveal, exile removal, draw",,3,,,1,1,1,0,0,0,0,1,1,0,0,0,0,,TRUE,,{1}$$,1,19
FALSE,Mind-Read,Instant,,{1}{u},"Choose 1:
- Target player reveals an unrevealed card from their hand and you draw a card.
- Put target revealed card from a player's hand on the bottom of their library. They draw a card and reveal it.",,,c,,"Reveal, draw, opponent draw, expose","Reveal, expose",2,,,1,0,1,0,0,0,0,0,0,0,0,1,0,,TRUE,,{1}$,1,20
FALSE,Show of Power,Sorcery,,{g},"As an additional cost to this spell, reveal a creature card from your hand.
Spree - 
{g} - Target creature you control gets +1/+1 and gains trample until end of turn. 
{1}{g} - Target creature you control gets +X/+0 until end of turn, where X is the revealed creature's power.",,,c,,"Expose, pump",,1,,,1,0,0,0,0,1,0,0,0,0,0,1,0,,TRUE,,$,0,21
FALSE,Obliging Confession,Instant,,{1}{r}{r},Reveal any number of cards in your hand. Target opponent reveals that many unrevealed cards (or as many as they can). Obliging Confession deals damage equal to them equal to the number of revealed cards in their hand.,,,r,,"Expose, Reveal, burn",Reveal,3,"""I'll tell you, but you've gotta tell me!""",,1,0,0,0,1,0,0,0,0,0,0,1,0,,TRUE,,{1}$$,1,22
FALSE,Excitable Weird,Creature,Bird Weird,{u}{r},"Pop-up {u}{r}
Whenever you discard a card, Excitable Weird deals 1 damage to target creature.
Whenever you draw a card, untap Excitable Weird.",1,2,c,,"Pop-up, burn, untap","Expose, discard, draw",2,Its molecules are more than willing to change phase - given some drama.,,1,0,1,0,1,0,0,1,0,1,0,0,0,,TRUE,,$$,0,23
FALSE,Celebratory Giant,Creature,Alpaca Giant,{3}{g},"Whenever another creature enters under your control, Celebratory Giant deals 1 damage to each creature without flying.
Pop-up costs of spells and spells with backup you cast are reduced by {1}.",4,3,r,,"Burn, cost reduction","ETB, Pop-up, backup, flying",4,Maybe it's always so excited for new friends because it keeps finding the old ones under its feet.,,1,0,0,0,0,1,0,0,0,1,0,0,0,,TRUE,,{3}$,3,24
FALSE,Stone-Glare Officer,Artifact Creature,Gargoyle,{2}{w}{w},"Flying
Alternate costs can't be used to pay for spells opponents cast so long as Stone-Glare Officer is untapped. (An alternative cost is any cost that isn't spending mana to pay for the base mana cost. Cost reduction abilities such as convoke are not alternative costs.)",3,4,u,,Flying,Pop-up,4,,,1,1,0,0,0,0,0,0,0,1,1,0,0,,TRUE,,{2}$$,2,25
FALSE,Headfirst Alpakon,Creature,Alpaca Giant,{1}{w/r},"Pop-up {2}{w/r}
If Headfirst Alpakon is cast for its pop-up cost, it gets +2/+1 and gains haste until end of turn as it enters.
Trample",2,2,c,,"Pop-up, Trample, haste",Self-Reveal,2,,,1,1,0,0,1,0,0,1,0,1,0,0,0,,TRUE,,{1}$,1,26
FALSE,Pay in Confidence,Sorcery,,{1}{g},"Reveal target card from your hand. Add X mana of any one color, where X is the number of non-colorless, non-generic symbols in its mana cost.",,,c,,"Reveal, mana acceleration",,2,,,1,0,0,0,0,1,0,0,0,0,0,1,0,,TRUE,,{1}$,1,27
FALSE,Preemptive Funeral,Sorcery,,{b/g},"As an additional cost to casting this spell, sacrifice a creature.
Mill the top 4 cards of your library. Then choose one, where X is the sacrificed creature's mana value:
- Cast a creature from among them with mana value at most X. 
- Gain X life.",,,c,,"Sacrifice, mill, lifegain",,1,,,1,0,0,1,0,1,0,1,0,0,0,1,0,,TRUE,,$,0,28
FALSE,Open Burial,Sorcery,,{6}{b/g}{b/g},"This spell costs {2} less to cast for each card you reveal or and {1} less for each card you exile from your graveyard as you cast it.
Exile target land you control, then return it to the battlefield under your control. Untap it.
Return target creature from a graveyard under your control with a finality counter. Untap it. It gains haste until end of turn.",,,r,,Reanimate,Graveyard,8,,,1,0,0,1,0,1,0,1,0,0,0,1,0,,TRUE,,{6}$$,6,29
FALSE,Exposed Metal,,,{1}{b/g},"Target opponent reveals a card of your choice. If it's an artifact, you may have them discard it. If it wasn't discarded this way, you may destroy target artifact.",,,c,,"Artifact removal, reveal",,2,,,1,0,0,1,0,1,0,1,0,0,0,0,0,,TRUE,,{1}$,1,30
FALSE,Dead On Sight,Instant,,{2}{b},"Choose 1-
- Target opponent discards target revealed card and loses 1 life.
- Destroy target creature with toughness 4 or less.",,,c,,Discard,Reveal,3,,,1,0,0,1,0,0,0,0,0,0,0,1,0,,TRUE,,{2}$,2,31
FALSE,Kickback,Instant,,{u},"Spree - 
{1} - Return target creature to its owner's hand. They reveal it there.
{r} - Kickback deals damage to target creature equal to the number of revealed cards in its controller's hand and library.",,,c,,"Bounce, burn",,1,,,1,0,1,0,0,0,0,0,0,0,0,1,0,,TRUE,,$,0,32
FALSE,Evaporating Wish,Enchantment,,{2}{u/r}{u/r},"Evaporating Wish enters with 3 time counters. 
Any time you reveal a card from your hand or library, remove a time counter from Evaporating Wish. Then if it has none, sacrifice it.
When Evaporating Wish is put into your graveyard from the battlefield, add {u}{r} and distribute up to three prowess counters on up to three target creatures you control.
Exile Evaporating Wish from your hand: add {u}{r}.",,,u,,"Counters, reveal, expose",expose,4,,,1,0,1,0,1,0,0,1,1,0,0,0,0,,TRUE,,{2}$$,2,33
FALSE,Revealing Flash,Instant,,{w},Target opponent reveals a card. Tap target creature they control.,,,c,,"Reveal, tap",,1,,,1,1,0,0,0,0,0,0,0,0,0,1,0,,TRUE,,$,0,34
FALSE,Flash Fiend,Enchantment Creature,Alpaca Spirit,{1}{w},"Flash
When Flash Fiend enters, target opponent reveals a card.
Cycling {1}{w}",2,1,c,,"Flash, reveal",,2,,,1,1,0,0,0,0,0,0,1,1,0,0,0,,TRUE,,{1}$,1,35
FALSE,Public Display of Affection,Enchantment,,{2}{g}{w},"Whenever you reveal a card, choose 1 -
- Populate.
- Proliferate.",,,r,,"Populate, profilerate",expose,4,I guess they're just at that age.,,1,1,0,0,0,1,0,1,1,0,0,0,0,,TRUE,,{2}$$,2,36
FALSE,The Chortle-Beast,Legendary Creature,Alpaca Beast,{4}{g}{g},"Reach, Trample
When The Chortle-Beast enters, you may reveal a card from your hand.
Whenever you reveal a card from your hand, put a +1/+1 counter on The Chortle-Beast. Then you may reveal the top card of your library and, if it's a land, put it onto the battlefield tapped.",4,4,u,,"ETB, expose, counters, ramp","Lands, expose",6,,,1,0,0,0,0,1,0,0,0,1,0,0,0,,TRUE,,{4}$$,4,37
FALSE,Law-Bind Eagle,Creature,Bird,{2}{w}{w},"Pop-up {2}{w}
As Law-Bind Eagle enters, if it was cast for its pop-up cost, tap target creature.
Flying",2,3,c,,"pop-up, flying, tap",expose,4,,,1,0,0,0,0,1,0,0,0,1,0,0,0,,TRUE,,{2}$$,2,38
FALSE,Brazen Hawk,Creature,Bird,{1}{u},"Pop-up {2}{u}
As Brazen Hawk enters, if it was cast for its pop-up cost, target creature gains flying until end of turn.
Flying",2,2,c,,"pop-up, flying",expose,2,,,1,0,1,0,0,0,0,0,0,1,0,0,0,,TRUE,,{1}$,1,39
FALSE,War-Cry Roc,Creature,Bird,{2}{r},"Pop-up {3}{u}
War-Cry Roc's pop-cost is {1} less for each spell that's been cast this turn.
Flying, Haste",2,2,c,,"Pop-up, flying, haste",expose,3,,,1,0,0,0,1,0,0,0,0,1,0,0,0,,TRUE,,{2}$,2,40
FALSE,Shrieking Vulture,Creature,Bird,{3}{b},"Pop-up {3}{b}
Shrieking Vulture's pop-cost is {2} less if a creature entered an opponent's graveyard this turn.
Flying",4,3,c,,"pop-up, flying",dying,4,,,1,0,0,1,0,0,0,0,0,1,0,0,0,,TRUE,,{3}$,3,41
FALSE,Swift-Swipe Sugarglider,Creature,Possum,{2}{g},"Pop-up {1}{g}
Flying
Duck - Gain control of target artifact token you don't control.",2,3,c,,"pop-up, flying, duck",artifacts,3,,,1,0,0,0,0,1,0,0,0,1,0,0,0,,TRUE,,{2}$,2,42
FALSE,Death-Leap Messenger,Enchantment Creature,Rabbit Spirit,{w/r},"Pop-up {1}{w/r}
Bestow {2}{w/r}
Death-Leap Messenger can be cast as an aura for its pop-up cost.
Enchanted creature gets +1/+1 and haste.
Haste",1,1,c,,"pop-up, bestow, haste",,1,"She'll deliver the message, no matter the destination.",,1,1,0,0,1,0,0,1,1,1,0,0,0,,TRUE,,$,0,43
FALSE,Thunder Chief,Creature,Bird Soldier,{3}{r}{r},"Pop-up {c/p}{r}{r}
When Thunder Chief enters, creatures you control get +1/+0 and haste until end of turn.
Double Strike",2,4,r,,"Pop-up, pump, haste",Mass army,5,"""One second, we losing, and then... he was there, and we struck like lightning!""",,1,0,0,0,1,0,0,0,0,1,0,0,0,,TRUE,,{3}$$,3,44
FALSE,Couragous Yaunling,Creature,Plant Possum,{1}{g/w}{g/w},"Couragous Yaunling gets +1/+1 for each creature you control.
At the beginning of your endstep, you may pay {1}{g/w} and create a 0/1 green and white Seedling enchantment creature token.
Horde 5 - Ward {1}",1,2,r,,"Pump, tokens, horde, ward",Mass army,3,,,1,1,0,0,0,1,0,1,0,1,0,0,0,,TRUE,,{1}$$,1,45
FALSE,Nervous Mound-Worker,Creature, Mole Citizen,{2}{g},"Pop-up {1}{r}
As Nervous Digger enters, if it was cast for its pop-up cost, it gains haste until end of turn.
Duck - exile target land you control and return it to the battlefield under your control. Untap it.",2,3,c,,"Pop-up, haste, duck, flicker",Lands,3,"""I'm not saying it's a mountain. It isn't isn't a molehill anymore, either!!""",,1,0,0,0,0,1,0,0,0,1,0,0,0,,TRUE,,{2}$,2,46
FALSE,Throw Under the Bus,Instant,,{b}{r},"As an additional cost to this spell, sacrifice a creature. You may also reveal a card.
Target creature you control gets +X/+1 until end of turn, where X is the sacrificed creature's power. If you revealed a card, it gains trample and first strike until end of turn.",,,u,,"Sacrifice, expose, pump",,2,,,1,0,0,1,1,0,0,1,0,0,0,1,0,,TRUE,,$$,0,47
FALSE,"Prinoc, Outraged",Legendary Creature,Reptile Mercenary,{3}{u}{b},"Opponents reveal the first card they draw each turn. 
Whenever an opponent reveals a card, Prinoc gets +2/+0 until end of turn.
Whenever a creature dealt combat damage by Prinoc dies, draw a card.",4,4,m,,"Reveal, pump, draw","reveal, combat damage",5,"""Just because I won't let you keep any of your wretched secrets from me doesn't mean I want to KNOW all of them! Yuck!""",,1,0,1,1,0,0,0,1,0,1,0,0,0,,TRUE,,{3}$$,3,48
TRUE,The Taxing Man,Legendary Creature,Alpaca Official,{3}{b}{w},"Menace
Whenever an opponent draws a card beyond the first they draw each turn, they may reveal it and lose 1 life. If they don't, draw a card and gain 1 life. 
Reveal a card: The Taxing Man gains deathtouch until end of turn.
Conceal a card, draw a card, then put a card from your hand on the bottom of your library: 
The first time an opponent reveals one or more cards each turn, they lose that much life and you gain that much life. 
Whenever The Taxing Man deals combat damage to a player, they reveal 2 cards.  ",3,4,m,,,,5,,,0,1,0,1,0,0,0,1,0,1,0,0,0,,TRUE,,{3}$$,3,49
FALSE,Soul-Weave,Sorcery,,{1}{w/g}{w/g},"Until end of turn, whenever an enchantment or enchanted creature you control with mana cost X deals combat damage to a player, you may search your library for an enchantment permanent with mana cost or bestow cost at most X minus one and put it onto the battlefield, then shuffle.",,,r,,Searching,"Enchantments, bestow, combat damage",3,,,1,1,0,0,0,1,0,1,0,0,0,1,0,,TRUE,,{1}$$,1,50
FALSE,Geist-Grove,Enchantment Land,,,"As Geist-Grove enters, you may tap two enchantment creatures you control. If you don't, it enters tapped.
{t}: Add {w}, {g}, or {b}.
{t}: Add {c}{c}. Spend this mana only to cast enchantments. ",,,u,w/b/g,Tap,Enchantments,0,,,1,1,0,1,0,1,0,1,1,0,0,0,1,,TRUE,,,0,51
FALSE,Imminent-Flame Crollock,Creature,Reptile,{1}{r}{r},"When Imminent-Flame Crollock enters, it deals 3 damage to target creature.
When Imminent-Flame Crollock dies, you may pay {r}{r} and choose 1- 
- It deals 3 damage to any target and 1 damage to you.
- Destroy target artifact. ",3,2,u,,"ETB, burn, artifact removal",Dying,3,,,1,0,0,0,1,0,0,0,0,1,0,0,0,,TRUE,,{1}$$,1,52
FALSE,Feed With Security,Sorcery,,{2}{u},"Draw 2 cards. If {g} was used to cast this spell, you may reveal both. If you do, draw another. ",,,c,,"Draw, expose",,3,,,1,0,1,0,0,0,0,0,0,0,0,1,0,,TRUE,,{2}$,2,53
FALSE,Mosh Raven,Creature,Bird Demon,{b},"Flying
Mosh Demon gets +1/+0 for each life you've lost this turn.",1,1,c,,Flying,self-lifeloss,1,,,1,0,0,1,0,0,0,0,0,1,0,0,0,,TRUE,,$,0,54
FALSE,Nauseating Teleport,Instant,,{u},"Return target permanent you control to your hand. Draw a card. Spree-
{p/w} - Return that permanent to the battlefield.
{p/g} - Search your library for a basic land and put it into the battlefield tapped.",,,u,,"Bounce, draw, flicker, ramp","ETB, lands",1,,,1,0,1,0,0,0,0,0,0,0,0,1,0,,TRUE,,$,0,55
FALSE,Blood-Vent Mage,Creature,Reptile Wizard,{3}{u/r},"{p/r}, tap creatures you control with total power 4 or greater: Blood-Vent Mage deals 2 damage to any target. 
Whenever you cast a noncreature spell, you may untap target creature with power 3 or less.",2,3,r,,"Tap, burn, untap","Big creatures, small creatures",4,They say there's fire in one's blood…,,1,0,1,0,1,0,0,1,0,1,0,0,0,,TRUE,,{3}$,3,56
FALSE,Oversee,Instant,,{u/r},"You and target player each draw a card. They reveal theirs.
Rivalstorm (Copy this spell for each one an opponent has cast before it this turn.)
Discard Oversee - Scry 1.",,,c,,"Scry, self-discard, scry, reveal",,1,,,1,0,1,0,1,0,0,1,0,0,0,1,0,,TRUE,,$,0,57
FALSE,Rummaging Mapmaker,Creature,Alpaca Artisan,{1}{g},"Duck - Rummaging Mapmaker or the creature it's ducking behind explores. (Reveal the top card of your library. If it's a land, put it into your hand. Otherwise, put a +1/+1 counter on this creature, and you put the card into your graveyard.)
{r}, {t}, discard a card: Draw a card.",2,2,c,,"Duck, explore, tap, self-discard, draw",,2,,,1,0,0,0,0,1,0,0,0,1,0,0,0,,TRUE,,{1}$,1,58
FALSE,Quickstep Medic,Creature,Rabbit Doctor,{1}{w},"Duck - gain 1 life.
Whenever a creature you control takes damage, untap Quickstep Medic.
Horde 3 - Whenever Quickstep Medic attacks with 2 or more creatures, it gets +1/+1 until end of turn. ",1,1,c,,"Duck, lifegain, horde",,2,,,1,1,0,0,0,0,0,0,0,1,0,0,0,,TRUE,,{1}$,1,59
FALSE,Practical Spellcaster,Creature,Wizard Soldier,{1}{u/r}{u/r},"Duck - Practical Spellcaster and target creature it's ducking behind each get +0/+2 until end of turn.
{u/r}{u/r}: Make a copy of target instant or sorcery for each creature that ducked behind Practical Spellcaster this turn. Activate only if it's ducked this turn.",2,3,r,,"Duck, pump, copy spells",Instants and sorceries,3,"""If you need to take cover, do it. This is war, not a game.""",,1,0,1,0,1,0,0,1,0,1,0,0,0,,TRUE,,{1}$$,1,60
FALSE,Harried Gravedigger,Creature,Human Citizen,{2}{g/b},"Whenever you sacrifice a nontoken permanent, untap Harried Gravedigger.
{t}, pay 1 life: Tap target land unless its controller pays 1 life.",2,1,c,,"self-lifeloss, lifeloss",Sacrifice,3,"""I don't care where! Far as I'm concerned, in five minutes this dead guy's going on your front porch!""",Is the second ability necessary/fitting? Maybe Grave Horde something?,1,0,0,1,0,1,0,1,0,1,0,0,0,,FALSE,,{2}$,2,61
FALSE,Soul Sister,Enchantment Creature,Bird Spirit,{2}{w},"Lifelink
As Soul Sister enters, you may attach up to one creature with bestow cost 5 or less to it from your hand.",2,2,u,,"ETB, Lifegain","Bestow, Enchantments",3,,,1,1,0,0,0,0,0,0,1,1,0,0,0,,TRUE,,{2}$,2,62
FALSE,Spirit-Pact Pegasus,Enchantment Creature,Pegasus,{4}{w}{u},"Spirit-Pact Pegasus costs {1} less to cast or bestow for each revealed card in your hand.
Flying, Lifelink, Ward {1}
Bestow {6}{w}{u}
Enchanted creature gets +4/+4, lifelink, and ward {1}.",4,4,m,,"Expose, Bestow, Flying",,6,,,1,1,1,0,0,0,0,1,1,1,0,0,0,,TRUE,,{4}$$,4,63
FALSE,Allie's Cat,Creature,Cat,{w},"Duck - You may reveal an unrevealed card from your hand. If you do, tap target permanent.",1,1,c,,"Duck, tap, expose",,1,,,1,1,0,0,0,0,0,0,0,1,0,0,0,,TRUE,,$,0,64
FALSE,Starfall Geist,Enchantment Creature,Alien Spirit,{1}{w},"Whenever Starfall Soul or another enchantment or land enters under your control, target creature you control gains hexproof until end of turn.",0,3,c,,Protection,"Enchantments, Lands",2,,,1,1,0,0,0,0,0,0,1,1,0,0,0,,TRUE,,{1}$,1,65
FALSE,Calling Point,Enchantment Land,Plains,,"{t}: add {w}.
{t}. Sacrifice Calling Point: add {w}{w}. Spend this mana only to cast enchantments or activate abilities of enchantments.
Exile a white card from your hand and Calling Point from your graveyard: you gain 5 life.",,,u,w,Lifegain,Enchantments,0,,,1,1,0,0,0,0,0,0,1,0,0,0,1,,TRUE,,,0,66
FALSE,Place Between Tides,Enchantment Land,Island,,"{t}: add {u}.
{t}: Sacrifice Place Between Tides. add {u} and scry 1.
You may play Place Between Tides if you view it while scrying.",,,u,u,Scry,Scry,0,,,1,0,1,0,0,0,0,0,1,0,0,0,1,,TRUE,,,0,67
FALSE,Shadow's Reflection,Enchantment,Swamp,,"{t}: add {b}.
{t}, Sacrifice Shadow's Reflection: add {b}{b}.
Exile a black card from your hand: return Shadow's Reflection from your graveyard to the battlefield tapped with a finality counter on it.",,,u,b,ETB,,0,,,1,0,0,1,0,0,0,0,1,0,0,0,0,,TRUE,,,0,68
FALSE,Flamespire,Enchantment Land,Mountain,,"{t}: add {r}.
Sacrifice Flamespire: add {r}{r}.
Exile Flimespire from your hand: it deals 1 damage to any target.",,,u,r,Burn,,0,,,1,0,0,0,1,0,0,0,1,0,0,0,1,,TRUE,,,0,69
FALSE,The World-Quick,Enchantment Land,Forest,,"Transparent
{t}: add {g}.
Reveal an unrevealed green card from your hand: target creature you control gets +1/+0 until end of turn. Activate only if The World-Quick is in your hand.",,,u,g,"Expose, pump",,0,,,1,0,0,0,0,1,0,0,1,0,0,0,1,,TRUE,,,0,70
FALSE,Aphrodisic Entertainer,Creature,Rabbit Artisan,{g}{w},"First Strike
Duck - Populate and add {w}. Tap target creature Aphrodisic Entertainer is ducking behind. Activate this ability targeting untapped creatures.
Whenever a creature with power 2 or less enters under your control, untap Aphrodisic Entertainer.",3,1,r,,"Duck, populate, mana acceleration","Masss army, small creatures",2,"""Oh, look- oh, they're- yup, oh- wow, they're still- and now- wow. Impressive.""",,1,1,0,0,0,1,0,1,0,1,0,0,0,,TRUE,,$$,0,71
FALSE,Goated,Instant,,{1}{g/w},"Kicker {3}{g/w}
Create 2 1/1 white and green Goat creature tokens.
If Goated was kicked, it has Rivalstorm. (Copy it for each spell an opponent has cast this turn.)",,,c,,Tokens,,2,,,1,1,0,0,0,1,0,1,0,0,0,1,0,,TRUE,,{1}$,1,72
FALSE,Lava-Geyser Ejectid,Legendary Creature,Elemental,{5}{r},"Flying, Trample
Basic lands you control have, ""Whenever you reveal a card from your hand, you may tap this land. If you do, it deals 1 damage to target permanent.""",5,4,m,,"Burn, flying",self-reveal,6,,,1,0,0,0,1,0,0,0,0,1,0,0,0,,TRUE,,{5}$,5,73
FALSE,Ruthless Headmaster,Creature,Wizard,{2}{u}{r},"Duck - target creature you control gains prowess until end of turn. Ruthless Headmaster gets +0/+1 until end of turn.
{3}{u/r}: Untap Ruthless Headmaster.",3,2,u,,"Duck, prowess, pump",,4,You do what it takes to win.,,1,0,1,0,1,0,0,1,0,1,0,0,0,,TRUE,,{2}$$,2,74
FALSE,Great-Wing Priestess,Creature,Cat Cleric,{3}{w},"Horde 4 - Creatures you control have vigilance.
{4}{w}, {t}: Search your library for a creature with mana cost 3 or less and put it on the battlefield.",3,4,u,,"Horde, searching, vigilance",Mass army,4,,,1,1,0,0,0,0,0,0,0,1,0,0,0,,TRUE,,{3}$,3,75
FALSE,Trickster Trago,Legendary Creature,Lizard Wizard,{4}{u},"Whenever Trickster Trago deals combat damage, target player draws that many cards and reveals all of them.
{4}{u}:Trickster Trago can't be blocked until end of turn.",3,3,r,,"Draw, opponent draw, expose, reveal",Combat damage,5,,,1,0,1,0,0,0,0,0,0,1,0,0,0,,TRUE,,{4}$,4,76
FALSE,Skitterjill,Creature,Dwarf Rabbit,{w},"Duck - Skitterjill gets +0/+1 until end of turn.
Whenever a creature you control ducks, you gain 1 life.",0,1,u,,"Duck, Life gain",Duck,1,,,1,1,0,0,0,0,0,0,0,1,0,0,0,,TRUE,,$,0,77
